HUE and Delta-E color differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (hue diff), (delta-e diff)
((2, 6), (13, 27), (122), (33))
((2, 6), (13, 28), (110), (26))
((2, 6), (13, 29), (37), (11))
((2, 6), (13, 3), (3), (7))
((2, 6), (13, 30), (7), (21))
((2, 6), (13, 31), (21), (14))
((2, 6), (13, 32), (33), (14))
((2, 6), (13, 33), (192), (20))
((2, 6), (13, 34), (30), (12))
((2, 6), (13, 35), (9), (19))
((2, 6), (13, 4), (18), (9))
((2, 6), (13, 5), (22), (20))
((2, 6), (13, 6), (23), (19))
((2, 6), (13, 7), (116), (29))
((2, 6), (13, 8), (170), (16))
((2, 6), (13, 9), (52), (27))
((2, 6), (22, 1), (16), (13))
((2, 6), (22, 10), (21), (11))
((2, 6), (22, 11), (26), (13))
((2, 6), (22, 12), (182), (16))
((2, 6), (22, 13), (50), (12))
((2, 6), (22, 14), (8), (6))
((2, 6), (22, 15), (72), (16))
((2, 6), (22, 16), (5), (8))
((2, 6), (22, 17), (7), (10))
((2, 6), (22, 2), (6), (6))
((2, 6), (22, 3), (11), (6))
((2, 6), (22, 4), (6), (5))
((2, 6), (22, 5), (7), (7))
((2, 6), (22, 6), (4), (13))
((2, 6), (22, 7), (56), (15))
((2, 6), (22, 8), (8), (8))
((2, 6), (22, 9), (2), (10))
((2, 8), (12, 12), (9), (6))
((2, 8), (12, 13), (18), (33))
((2, 8), (12, 14), (53), (20))
((2, 8), (12, 15), (50), (20))
((2, 8), (12, 17), (41), (17))
((2, 8), (12, 18), (16), (8))
((2, 8), (12, 19), (17), (29))
((2, 8), (12, 20), (20), (16))
((2, 8), (12, 21), (23), (13))
((2, 8), (12, 22), (42), (15))
((2, 8), (12, 23), (24), (11))
((2, 8), (12, 25), (11), (11))
((2, 8), (12, 26), (31), (13))
((2, 8), (12, 6), (12), (10))
((2, 8), (12, 7), (18), (13))
((2, 8), (12, 8), (6), (5))
((2, 8), (12, 9), (28), (36))
((2, 8), (13, 10), (166), (21))
((2, 8), (13, 11), (166), (20))
((2, 8), (13, 13), (42), (9))
((2, 8), (13, 14), (19), (13))
((2, 8), (13, 15), (44), (18))
((2, 8), (13, 16), (177), (26))
((2, 8), (13, 17), (111), (13))
((2, 8), (13, 18), (38), (13))
((2, 8), (13, 19), (28), (13))
((2, 8), (13, 2), (22), (11))
((2, 8), (13, 20), (26), (21))
((2, 8), (13, 21), (28), (12))
((2, 8), (13, 22), (33), (17))
((2, 8), (13, 23), (144), (14))
((2, 8), (13, 24), (1), (8))
((2, 8), (13, 25), (25), (9))
((2, 8), (13, 26), (135), (18))
((2, 8), (13, 27), (130), (28))
((2, 8), (13, 28), (118), (23))
((2, 8), (13, 29), (45), (21))
((2, 8), (13, 3), (11), (17))
((2, 8), (13, 30), (15), (9))
((2, 8), (13, 31), (29), (8))
((2, 8), (13, 32), (41), (9))
((2, 8), (13, 33), (184), (32))
((2, 8), (13, 34), (39), (12))
((2, 8), (13, 35), (18), (35))
((2, 8), (13, 4), (26), (20))
((2, 8), (13, 5), (31), (10))
((2, 8), (13, 6), (31), (13))
((2, 8), (13, 7), (124), (26))
((2, 8), (13, 8), (162), (25))
((2, 8), (13, 9), (60), (16))
((2, 8), (22, 1), (8), (5))
((2, 8), (22, 10), (13), (9))
((2, 8), (22, 11), (18), (11))
((2, 8), (22, 12), (174), (26))
((2, 8), (22, 13), (42), (19))
((2, 8), (22, 14), (0), (13))
((2, 8), (22, 15), (64), (25))
((2, 8), (22, 16), (3), (21))
((2, 8), (22, 17), (2), (22))
((2, 8), (22, 2), (15), (17))
((2, 8), (22, 3), (3), (16))
((2, 8), (22, 4), (3), (16))
((2, 8), (22, 5), (1), (6))
((2, 8), (22, 6), (4), (27))
((2, 8), (22, 7), (64), (28))
((2, 8), (22, 8), (1), (5))
((2, 8), (22, 9), (6), (23))
((20, 1), (21, 1), (8), (4))
((20, 1), (21, 10), (14), (8))
((20, 1), (21, 11), (3), (26))
((20, 1), (21, 12), (39), (13))
((20, 1), (21, 13), (2), (30))
((20, 1), (21, 14), (8), (9))
((20, 1), (21, 15), (5), (12))
((20, 1), (21, 16), (4), (30))
((20, 1), (21, 17), (13), (10))
((20, 1), (21, 18), (16), (10))
((20, 1), (21, 19), (4), (32))
((20, 1), (21, 2), (16), (6))
((20, 1), (21, 20), (4), (13))
((20, 1), (21, 22), (11), (12))
((20, 1), (21, 23), (12), (10))
((20, 1), (21, 24), (21), (8))
((20, 1), (21, 25), (32), (11))
((20, 1), (21, 26), (13), (39))
((20, 1), (21, 27), (11), (12))
((20, 1), (21, 28), (16), (8))
((20, 1), (21, 29), (9), (5))
((20, 1), (21, 30), (36), (12))
((20, 1), (21, 31), (4), (30))
((20, 1), (21, 32), (33), (13))
((20, 1), (21, 33), (10), (10))
((20, 1), (21, 34), (26), (11))
((20, 1), (21, 35), (43), (16))
((20, 1), (21, 36), (11), (37))
((20, 1), (21, 37), (5), (7))
((20, 1), (21, 38), (9), (10))
((20, 1), (21, 39), (11), (10))
((20, 1), (21, 5), (16), (6))
((20, 1), (21, 7), (3), (5))
((20, 10), (21, 1), (17), (30))
((20, 10), (21, 10), (22), (36))
((20, 10), (21, 11), (11), (5))
((20, 10), (21, 12), (47), (24))
((20, 10), (21, 13), (6), (4))
((20, 10), (21, 14), (17), (29))
((20, 10), (21, 15), (14), (39))
((20, 10), (21, 16), (5), (3))
((20, 10), (21, 17), (21), (39))
((20, 10), (21, 18), (24), (38))
((20, 10), (21, 19), (4), (6))
((20, 10), (21, 2), (24), (33))
((20, 10), (21, 20), (13), (14))
((20, 10), (21, 22), (20), (40))
((20, 10), (21, 23), (20), (38))
((20, 10), (21, 24), (30), (33))
((20, 10), (21, 25), (41), (29))
((20, 10), (21, 26), (5), (12))
((20, 10), (21, 27), (20), (40))
((20, 10), (21, 28), (24), (36))
((20, 10), (21, 29), (17), (25))
((20, 10), (21, 30), (44), (38))
((20, 10), (21, 31), (4), (4))
((20, 10), (21, 32), (41), (40))
((20, 10), (21, 33), (18), (38))
((20, 10), (21, 34), (34), (39))
((20, 10), (21, 35), (51), (43))
((20, 10), (21, 36), (3), (9))
((20, 10), (21, 37), (13), (35))
((20, 10), (21, 38), (18), (38))
((20, 10), (21, 39), (19), (38))
((20, 10), (21, 5), (24), (31))
((20, 10), (21, 7), (11), (33))
((20, 11), (21, 1), (36), (24))
((20, 11), (21, 10), (42), (28))
((20, 11), (21, 11), (31), (20))
((20, 11), (21, 12), (67), (23))
((20, 11), (21, 13), (26), (20))
((20, 11), (21, 14), (36), (20))
((20, 11), (21, 15), (33), (28))
((20, 11), (21, 16), (24), (21))
((20, 11), (21, 17), (41), (30))
((20, 11), (21, 18), (44), (29))
((20, 11), (21, 19), (24), (22))
((20, 11), (21, 2), (44), (26))
((20, 11), (21, 20), (32), (18))
((20, 11), (21, 22), (39), (31))
((20, 11), (21, 23), (39), (29))
((20, 11), (21, 24), (49), (26))
((20, 11), (21, 25), (60), (24))
((20, 11), (21, 26), (15), (24))
((20, 11), (21, 27), (39), (30))
((20, 11), (21, 28), (44), (28))
((20, 11), (21, 29), (37), (21))
((20, 11), (21, 30), (64), (30))
((20, 11), (21, 31), (24), (21))
((20, 11), (21, 32), (61), (31))
((20, 11), (21, 33), (38), (29))
((20, 11), (21, 34), (54), (30))
((20, 11), (21, 35), (71), (34))
((20, 11), (21, 36), (17), (22))
((20, 11), (21, 37), (33), (26))
((20, 11), (21, 38), (37), (28))
((20, 11), (21, 39), (39), (29))
((20, 11), (21, 5), (44), (25))
((20, 11), (21, 7), (31), (25))
((20, 12), (21, 1), (4), (8))
((20, 12), (21, 10), (9), (4))
((20, 12), (21, 11), (2), (37))
((20, 12), (21, 12), (34), (19))
((20, 12), (21, 13), (7), (43))
((20, 12), (21, 14), (4), (12))
((20, 12), (21, 15), (1), (4))
((20, 12), (21, 16), (8), (43))
((20, 12), (21, 17), (8), (2))
((20, 12), (21, 18), (11), (4))
((20, 12), (21, 19), (9), (47))
((20, 12), (21, 2), (12), (7))
((20, 12), (21, 20), (0), (24))
((20, 12), (21, 22), (7), (3))
((20, 12), (21, 23), (7), (2))
((20, 12), (21, 24), (17), (8))
((20, 12), (21, 25), (28), (14))
((20, 12), (21, 26), (18), (56))
((20, 12), (21, 27), (7), (3))
((20, 12), (21, 28), (12), (5))
((20, 12), (21, 29), (4), (13))
((20, 12), (21, 30), (31), (8))
((20, 12), (21, 31), (9), (42))
((20, 12), (21, 32), (28), (7))
((20, 12), (21, 33), (5), (3))
((20, 12), (21, 34), (21), (5))
((20, 12), (21, 35), (39), (9))
((20, 12), (21, 36), (16), (53))
((20, 12), (21, 37), (0), (4))
((20, 12), (21, 38), (5), (3))
((20, 12), (21, 39), (7), (2))
((20, 12), (21, 5), (11), (8))
((20, 12), (21, 7), (2), (5))
((20, 13), (21, 1), (3), (7))
((20, 13), (21, 10), (9), (4))
((20, 13), (21, 11), (2), (35))
((20, 13), (21, 12), (34), (18))
((20, 13), (21, 13), (7), (42))
((20, 13), (21, 14), (3), (11))
((20, 13), (21, 15), (0), (5))
((20, 13), (21, 16), (9), (42))
((20, 13), (21, 17), (8), (2))
((20, 13), (21, 18), (11), (5))
((20, 13), (21, 19), (9), (45))
((20, 13), (21, 2), (11), (6))
((20, 13), (21, 20), (1), (22))
((20, 13), (21, 22), (6), (4))
((20, 13), (21, 23), (7), (2))
((20, 13), (21, 24), (16), (7))
((20, 13), (21, 25), (27), (13))
((20, 13), (21, 26), (18), (53))
((20, 13), (21, 27), (6), (4))
((20, 13), (21, 28), (11), (4))
((20, 13), (21, 29), (4), (11))
((20, 13), (21, 30), (31), (7))
((20, 13), (21, 31), (9), (41))
((20, 13), (21, 32), (28), (7))
((20, 13), (21, 33), (5), (3))
((20, 13), (21, 34), (21), (5))
((20, 13), (21, 35), (38), (9))
((20, 13), (21, 36), (16), (50))
((20, 13), (21, 37), (0), (3))
((20, 13), (21, 38), (4), (4))
((20, 13), (21, 39), (6), (2))
((20, 13), (21, 5), (11), (7))
((20, 13), (21, 7), (2), (4))
((20, 14), (21, 1), (20), (31))
((20, 14), (21, 10), (26), (38))
((20, 14), (21, 11), (14), (7))
((20, 14), (21, 12), (51), (26))
((20, 14), (21, 13), (9), (5))
((20, 14), (21, 14), (20), (30))
((20, 14), (21, 15), (17), (40))
((20, 14), (21, 16), (8), (5))
((20, 14), (21, 17), (25), (40))
((20, 14), (21, 18), (28), (39))
((20, 14), (21, 19), (8), (6))
((20, 14), (21, 2), (28), (34))
((20, 14), (21, 20), (16), (15))
((20, 14), (21, 22), (23), (42))
((20, 14), (21, 23), (23), (40))
((20, 14), (21, 24), (33), (34))
((20, 14), (21, 25), (44), (30))
((20, 14), (21, 26), (1), (11))
((20, 14), (21, 27), (23), (41))
((20, 14), (21, 28), (28), (37))
((20, 14), (21, 29), (21), (26))
((20, 14), (21, 30), (48), (39))
((20, 14), (21, 31), (8), (5))
((20, 14), (21, 32), (45), (41))
((20, 14), (21, 33), (22), (39))
((20, 14), (21, 34), (37), (40))
((20, 14), (21, 35), (55), (45))
((20, 14), (21, 36), (1), (8))
((20, 14), (21, 37), (17), (36))
((20, 14), (21, 38), (21), (40))
((20, 14), (21, 39), (23), (39))
((20, 14), (21, 5), (28), (33))
((20, 14), (21, 7), (15), (34))
((20, 15), (21, 1), (22), (32))
((20, 15), (21, 10), (27), (39))
((20, 15), (21, 11), (16), (9))
((20, 15), (21, 12), (52), (25))
((20, 15), (21, 13), (11), (7))
((20, 15), (21, 14), (22), (30))
((20, 15), (21, 15), (19), (41))
((20, 15), (21, 16), (10), (8))
((20, 15), (21, 17), (26), (41))
((20, 15), (21, 18), (29), (40))
((20, 15), (21, 19), (9), (9))
((20, 15), (21, 2), (30), (35))
((20, 15), (21, 20), (18), (16))
((20, 15), (21, 22), (25), (43))
((20, 15), (21, 23), (25), (41))
((20, 15), (21, 24), (35), (35))
((20, 15), (21, 25), (46), (30))
((20, 15), (21, 26), (0), (11))
((20, 15), (21, 27), (25), (42))
((20, 15), (21, 28), (30), (38))
((20, 15), (21, 29), (22), (27))
((20, 15), (21, 30), (49), (40))
((20, 15), (21, 31), (9), (9))
((20, 15), (21, 32), (46), (42))
((20, 15), (21, 33), (23), (40))
((20, 15), (21, 34), (39), (41))
((20, 15), (21, 35), (57), (45))
((20, 15), (21, 36), (2), (9))
((20, 15), (21, 37), (18), (37))
((20, 15), (21, 38), (23), (40))
((20, 15), (21, 39), (24), (40))
((20, 15), (21, 5), (29), (33))
((20, 15), (21, 7), (16), (35))
((20, 16), (21, 1), (205), (39))
((20, 16), (21, 10), (211), (43))
((20, 16), (21, 11), (199), (32))
((20, 16), (21, 12), (235), (30))
((20, 16), (21, 13), (194), (27))
((20, 16), (21, 14), (205), (34))
((20, 16), (21, 15), (202), (45))
((20, 16), (21, 16), (193), (30))
((20, 16), (21, 17), (209), (45))
((20, 16), (21, 18), (212), (43))
((20, 16), (21, 19), (192), (32))
((20, 16), (21, 2), (213), (40))
((20, 16), (21, 20), (201), (35))
((20, 16), (21, 22), (208), (46))
((20, 16), (21, 23), (208), (45))
((20, 16), (21, 24), (218), (40))
((20, 16), (21, 25), (229), (33))
((20, 16), (21, 26), (183), (32))
((20, 16), (21, 27), (208), (46))
((20, 16), (21, 28), (213), (45))
((20, 16), (21, 29), (205), (35))
((20, 16), (21, 30), (232), (44))
((20, 16), (21, 31), (192), (33))
((20, 16), (21, 32), (229), (45))
((20, 16), (21, 33), (206), (44))
((20, 16), (21, 34), (222), (45))
((20, 16), (21, 35), (240), (46))
((20, 16), (21, 36), (185), (30))
((20, 16), (21, 37), (201), (42))
((20, 16), (21, 38), (206), (44))
((20, 16), (21, 39), (208), (45))
((20, 16), (21, 5), (212), (39))
((20, 16), (21, 7), (199), (42))
((20, 17), (21, 1), (3), (12))
((20, 17), (21, 10), (8), (8))
((20, 17), (21, 11), (3), (39))
((20, 17), (21, 12), (33), (21))
((20, 17), (21, 13), (8), (45))
((20, 17), (21, 14), (3), (10))
((20, 17), (21, 15), (0), (2))
((20, 17), (21, 16), (9), (45))
((20, 17), (21, 17), (7), (7))
((20, 17), (21, 18), (10), (6))
((20, 17), (21, 19), (10), (49))
((20, 17), (21, 2), (10), (11))
((20, 17), (21, 20), (1), (27))
((20, 17), (21, 22), (6), (5))
((20, 17), (21, 23), (6), (7))
((20, 17), (21, 24), (16), (11))
((20, 17), (21, 25), (27), (15))
((20, 17), (21, 26), (19), (58))
((20, 17), (21, 27), (6), (5))
((20, 17), (21, 28), (10), (11))
((20, 17), (21, 29), (3), (15))
((20, 17), (21, 30), (30), (12))
((20, 17), (21, 31), (10), (44))
((20, 17), (21, 32), (27), (9))
((20, 17), (21, 33), (4), (5))
((20, 17), (21, 34), (20), (10))
((20, 17), (21, 35), (37), (10))
((20, 17), (21, 36), (17), (55))
((20, 17), (21, 37), (1), (7))
((20, 17), (21, 38), (4), (4))
((20, 17), (21, 39), (5), (6))
((20, 17), (21, 5), (10), (11))
((20, 17), (21, 7), (3), (9))
((20, 18), (21, 1), (2), (13))
((20, 18), (21, 10), (4), (11))
((20, 18), (21, 11), (8), (39))
((20, 18), (21, 12), (28), (21))
((20, 18), (21, 13), (13), (44))
((20, 18), (21, 14), (2), (9))
((20, 18), (21, 15), (5), (6))
((20, 18), (21, 16), (14), (44))
((20, 18), (21, 17), (3), (11))
((20, 18), (21, 18), (5), (8))
((20, 18), (21, 19), (14), (48))
((20, 18), (21, 2), (6), (13))
((20, 18), (21, 20), (6), (28))
((20, 18), (21, 22), (1), (9))
((20, 18), (21, 23), (1), (10))
((20, 18), (21, 24), (11), (13))
((20, 18), (21, 25), (22), (15))
((20, 18), (21, 26), (23), (54))
((20, 18), (21, 27), (1), (9))
((20, 18), (21, 28), (6), (15))
((20, 18), (21, 29), (2), (16))
((20, 18), (21, 30), (26), (14))
((20, 18), (21, 31), (14), (44))
((20, 18), (21, 32), (22), (12))
((20, 18), (21, 33), (0), (8))
((20, 18), (21, 34), (15), (13))
((20, 18), (21, 35), (33), (12))
((20, 18), (21, 36), (22), (52))
((20, 18), (21, 37), (5), (9))
((20, 18), (21, 38), (1), (8))
((20, 18), (21, 39), (1), (10))
((20, 18), (21, 5), (5), (13))
((20, 18), (21, 7), (8), (11))
((20, 19), (21, 1), (31), (17))
((20, 19), (21, 10), (36), (21))
((20, 19), (21, 11), (25), (22))
((20, 19), (21, 12), (61), (21))
((20, 19), (21, 13), (20), (25))
((20, 19), (21, 14), (30), (15))
((20, 19), (21, 15), (27), (21))
((20, 19), (21, 16), (18), (25))
((20, 19), (21, 17), (35), (22))
((20, 19), (21, 18), (38), (22))
((20, 19), (21, 19), (18), (27))
((20, 19), (21, 2), (38), (19))
((20, 19), (21, 20), (26), (15))
((20, 19), (21, 22), (33), (23))
((20, 19), (21, 23), (34), (22))
((20, 19), (21, 24), (43), (20))
((20, 19), (21, 25), (54), (21))
((20, 19), (21, 26), (9), (31))
((20, 19), (21, 27), (33), (23))
((20, 19), (21, 28), (38), (20))
((20, 19), (21, 29), (31), (15))
((20, 19), (21, 30), (58), (24))
((20, 19), (21, 31), (18), (24))
((20, 19), (21, 32), (55), (25))
((20, 19), (21, 33), (32), (21))
((20, 19), (21, 34), (48), (23))
((20, 19), (21, 35), (65), (28))
((20, 19), (21, 36), (11), (29))
((20, 19), (21, 37), (27), (18))
((20, 19), (21, 38), (31), (21))
((20, 19), (21, 39), (33), (22))
((20, 19), (21, 5), (38), (19))
((20, 19), (21, 7), (25), (17))
((20, 2), (21, 1), (26), (16))
((20, 2), (21, 10), (32), (19))
((20, 2), (21, 11), (20), (22))
((20, 2), (21, 12), (56), (17))
((20, 2), (21, 13), (15), (24))
((20, 2), (21, 14), (26), (11))
((20, 2), (21, 15), (23), (19))
((20, 2), (21, 16), (14), (25))
((20, 2), (21, 17), (31), (21))
((20, 2), (21, 18), (34), (20))
((20, 2), (21, 19), (14), (27))
((20, 2), (21, 2), (34), (18))
((20, 2), (21, 20), (22), (15))
((20, 2), (21, 22), (29), (22))
((20, 2), (21, 23), (29), (21))
((20, 2), (21, 24), (39), (18))
((20, 2), (21, 25), (50), (16))
((20, 2), (21, 26), (5), (31))
((20, 2), (21, 27), (29), (22))
((20, 2), (21, 28), (34), (20))
((20, 2), (21, 29), (27), (14))
((20, 2), (21, 30), (54), (21))
((20, 2), (21, 31), (14), (25))
((20, 2), (21, 32), (50), (23))
((20, 2), (21, 33), (28), (20))
((20, 2), (21, 34), (43), (22))
((20, 2), (21, 35), (61), (25))
((20, 2), (21, 36), (6), (29))
((20, 2), (21, 37), (23), (18))
((20, 2), (21, 38), (27), (20))
((20, 2), (21, 39), (29), (21))
((20, 2), (21, 5), (34), (17))
((20, 2), (21, 7), (21), (17))
((20, 20), (21, 1), (31), (21))
((20, 20), (21, 10), (37), (25))
((20, 20), (21, 11), (25), (20))
((20, 20), (21, 12), (62), (19))
((20, 20), (21, 13), (21), (20))
((20, 20), (21, 14), (31), (16))
((20, 20), (21, 15), (28), (25))
((20, 20), (21, 16), (19), (21))
((20, 20), (21, 17), (36), (27))
((20, 20), (21, 18), (39), (25))
((20, 20), (21, 19), (19), (23))
((20, 20), (21, 2), (39), (23))
((20, 20), (21, 20), (27), (17))
((20, 20), (21, 22), (34), (28))
((20, 20), (21, 23), (34), (27))
((20, 20), (21, 24), (44), (23))
((20, 20), (21, 25), (55), (20))
((20, 20), (21, 26), (10), (26))
((20, 20), (21, 27), (34), (28))
((20, 20), (21, 28), (39), (26))
((20, 20), (21, 29), (32), (19))
((20, 20), (21, 30), (59), (27))
((20, 20), (21, 31), (19), (22))
((20, 20), (21, 32), (56), (28))
((20, 20), (21, 33), (33), (26))
((20, 20), (21, 34), (48), (28))
((20, 20), (21, 35), (66), (31))
((20, 20), (21, 36), (12), (24))
((20, 20), (21, 37), (28), (23))
((20, 20), (21, 38), (32), (26))
((20, 20), (21, 39), (34), (26))
((20, 20), (21, 5), (39), (22))
((20, 20), (21, 7), (26), (22))
((20, 3), (21, 1), (7), (4))
((20, 3), (21, 10), (13), (4))
((20, 3), (21, 11), (1), (32))
((20, 3), (21, 12), (37), (15))
((20, 3), (21, 13), (4), (37))
((20, 3), (21, 14), (7), (8))
((20, 3), (21, 15), (4), (6))
((20, 3), (21, 16), (5), (37))
((20, 3), (21, 17), (12), (5))
((20, 3), (21, 18), (14), (6))
((20, 3), (21, 19), (5), (40))
((20, 3), (21, 2), (15), (5))
((20, 3), (21, 20), (3), (19))
((20, 3), (21, 22), (10), (7))
((20, 3), (21, 23), (10), (5))
((20, 3), (21, 24), (20), (6))
((20, 3), (21, 25), (31), (11))
((20, 3), (21, 26), (14), (47))
((20, 3), (21, 27), (10), (7))
((20, 3), (21, 28), (15), (5))
((20, 3), (21, 29), (8), (8))
((20, 3), (21, 30), (35), (9))
((20, 3), (21, 31), (5), (37))
((20, 3), (21, 32), (31), (9))
((20, 3), (21, 33), (9), (5))
((20, 3), (21, 34), (24), (7))
((20, 3), (21, 35), (42), (12))
((20, 3), (21, 36), (13), (44))
((20, 3), (21, 37), (4), (2))
((20, 3), (21, 38), (8), (5))
((20, 3), (21, 39), (10), (5))
((20, 3), (21, 5), (14), (5))
((20, 3), (21, 7), (2), (0))
((20, 4), (21, 1), (28), (36))
((20, 4), (21, 10), (34), (43))
((20, 4), (21, 11), (22), (13))
((20, 4), (21, 12), (58), (32))
((20, 4), (21, 13), (17), (11))
((20, 4), (21, 14), (28), (35))
((20, 4), (21, 15), (25), (46))
((20, 4), (21, 16), (16), (10))
((20, 4), (21, 17), (32), (46))
((20, 4), (21, 18), (35), (45))
((20, 4), (21, 19), (15), (10))
((20, 4), (21, 2), (36), (39))
((20, 4), (21, 20), (24), (21))
((20, 4), (21, 22), (31), (47))
((20, 4), (21, 23), (31), (45))
((20, 4), (21, 24), (41), (40))
((20, 4), (21, 25), (52), (36))
((20, 4), (21, 26), (6), (10))
((20, 4), (21, 27), (31), (47))
((20, 4), (21, 28), (36), (43))
((20, 4), (21, 29), (28), (31))
((20, 4), (21, 30), (56), (45))
((20, 4), (21, 31), (15), (10))
((20, 4), (21, 32), (52), (47))
((20, 4), (21, 33), (29), (45))
((20, 4), (21, 34), (45), (46))
((20, 4), (21, 35), (63), (51))
((20, 4), (21, 36), (8), (8))
((20, 4), (21, 37), (24), (41))
((20, 4), (21, 38), (29), (45))
((20, 4), (21, 39), (31), (45))
((20, 4), (21, 5), (35), (38))
((20, 4), (21, 7), (22), (39))
((20, 5), (21, 1), (1), (7))
((20, 5), (21, 10), (7), (10))
((20, 5), (21, 11), (4), (28))
((20, 5), (21, 12), (32), (12))
((20, 5), (21, 13), (9), (30))
((20, 5), (21, 14), (1), (1))
((20, 5), (21, 15), (2), (11))
((20, 5), (21, 16), (11), (31))
((20, 5), (21, 17), (6), (12))
((20, 5), (21, 18), (9), (10))
((20, 5), (21, 19), (11), (33))
((20, 5), (21, 2), (9), (9))
((20, 5), (21, 20), (3), (18))
((20, 5), (21, 22), (4), (13))
((20, 5), (21, 23), (5), (12))
((20, 5), (21, 24), (14), (9))
((20, 5), (21, 25), (25), (7))
((20, 5), (21, 26), (20), (39))
((20, 5), (21, 27), (4), (12))
((20, 5), (21, 28), (9), (12))
((20, 5), (21, 29), (2), (7))
((20, 5), (21, 30), (29), (13))
((20, 5), (21, 31), (11), (31))
((20, 5), (21, 32), (26), (13))
((20, 5), (21, 33), (3), (11))
((20, 5), (21, 34), (19), (13))
((20, 5), (21, 35), (36), (16))
((20, 5), (21, 36), (18), (36))
((20, 5), (21, 37), (2), (8))
((20, 5), (21, 38), (2), (10))
((20, 5), (21, 39), (4), (11))
((20, 5), (21, 5), (9), (8))
((20, 5), (21, 7), (4), (8))
((20, 6), (21, 1), (22), (32))
((20, 6), (21, 10), (28), (38))
((20, 6), (21, 11), (16), (14))
((20, 6), (21, 12), (52), (25))
((20, 6), (21, 13), (11), (12))
((20, 6), (21, 14), (22), (29))
((20, 6), (21, 15), (19), (40))
((20, 6), (21, 16), (10), (14))
((20, 6), (21, 17), (27), (41))
((20, 6), (21, 18), (29), (39))
((20, 6), (21, 19), (10), (15))
((20, 6), (21, 2), (30), (35))
((20, 6), (21, 20), (18), (19))
((20, 6), (21, 22), (25), (42))
((20, 6), (21, 23), (25), (41))
((20, 6), (21, 24), (35), (35))
((20, 6), (21, 25), (46), (29))
((20, 6), (21, 26), (1), (15))
((20, 6), (21, 27), (25), (42))
((20, 6), (21, 28), (30), (39))
((20, 6), (21, 29), (23), (27))
((20, 6), (21, 30), (50), (39))
((20, 6), (21, 31), (10), (15))
((20, 6), (21, 32), (46), (41))
((20, 6), (21, 33), (24), (40))
((20, 6), (21, 34), (39), (41))
((20, 6), (21, 35), (57), (44))
((20, 6), (21, 36), (2), (13))
((20, 6), (21, 37), (19), (37))
((20, 6), (21, 38), (23), (40))
((20, 6), (21, 39), (25), (40))
((20, 6), (21, 5), (29), (33))
((20, 6), (21, 7), (17), (35))
((20, 8), (21, 1), (2), (5))
((20, 8), (21, 10), (7), (4))
((20, 8), (21, 11), (4), (32))
((20, 8), (21, 12), (32), (14))
((20, 8), (21, 13), (9), (37))
((20, 8), (21, 14), (2), (5))
((20, 8), (21, 15), (1), (5))
((20, 8), (21, 16), (10), (37))
((20, 8), (21, 17), (6), (6))
((20, 8), (21, 18), (9), (4))
((20, 8), (21, 19), (11), (40))
((20, 8), (21, 2), (9), (5))
((20, 8), (21, 20), (3), (20))
((20, 8), (21, 22), (5), (7))
((20, 8), (21, 23), (5), (6))
((20, 8), (21, 24), (15), (5))
((20, 8), (21, 25), (25), (9))
((20, 8), (21, 26), (20), (46))
((20, 8), (21, 27), (5), (6))
((20, 8), (21, 28), (9), (7))
((20, 8), (21, 29), (2), (8))
((20, 8), (21, 30), (29), (9))
((20, 8), (21, 31), (11), (37))
((20, 8), (21, 32), (26), (8))
((20, 8), (21, 33), (3), (5))
((20, 8), (21, 34), (19), (8))
((20, 8), (21, 35), (36), (11))
((20, 8), (21, 36), (18), (43))
